pokemon_identifier,move_identifier,level
mudbray,double-kick,8
mudbray,bulldoze,12
mudbray,stomp,16
mudbray,strength,20
mudbray,counter,24
mudbray,high-horsepower,28
mudbray,heavy-slam,32
mudbray,earthquake,36
mudbray,mega-kick,40
mudbray,superpower,44
mudsdale,mud-slap,1
mudsdale,rock-smash,1
mudsdale,iron-defense,1
mudsdale,double-kick,1
mudsdale,bulldoze,12
mudsdale,stomp,16
mudsdale,strength,20
mudsdale,counter,24
mudsdale,high-horsepower,28
mudsdale,heavy-slam,34
mudsdale,earthquake,40
mudsdale,mega-kick,46
mudsdale,superpower,52
dewpider,water-gun,1
dewpider,infestation,1
dewpider,bug-bite,4
dewpider,bite,8
dewpider,bubble-beam,12
dewpider,aqua-ring,16
dewpider,headbutt,20
dewpider,crunch,24
dewpider,soak,28
dewpider,entrainment,32
dewpider,lunge,36
dewpider,liquidation,40
dewpider,leech-life,44
dewpider,mirror-coat,48
araquanid,wide-guard,1
araquanid,water-gun,1
araquanid,infestation,1
araquanid,bug-bite,1
araquanid,bite,1
araquanid,bubble-beam,12
araquanid,aqua-ring,16
araquanid,headbutt,20
araquanid,crunch,26
araquanid,soak,32
araquanid,entrainment,38
araquanid,lunge,44
araquanid,liquidation,50
araquanid,leech-life,56
araquanid,mirror-coat,62
fomantis,fury-cutter,1
fomantis,leafage,5
fomantis,razor-leaf,10
fomantis,growth,14
fomantis,ingrain,19
fomantis,leaf-blade,23
fomantis,synthesis,28
fomantis,slash,32
fomantis,sweet-scent,37
fomantis,solar-beam,41
fomantis,sunny-day,46
lurantis,petal-blizzard,1
lurantis,x-scissor,1
lurantis,night-slash,1
lurantis,fury-cutter,1
lurantis,leafage,1
lurantis,razor-leaf,1
lurantis,growth,1
lurantis,leafage,5
lurantis,razor-leaf,10
lurantis,growth,14
lurantis,ingrain,19
lurantis,leaf-blade,23
lurantis,synthesis,28
lurantis,slash,32
lurantis,sweet-scent,40
lurantis,solar-blade,47
lurantis,sunny-day,55
morelull,absorb,1
morelull,astonish,1
morelull,confuse-ray,4
morelull,ingrain,8
morelull,mega-drain,12
morelull,sleep-powder,16
morelull,moonlight,20
morelull,strength-sap,25
morelull,giga-drain,28
morelull,dazzling-gleam,32
morelull,spore,36
morelull,moonblast,40
morelull,dream-eater,44
shiinotic,absorb,1
shiinotic,astonish,1
shiinotic,confuse-ray,1
shiinotic,ingrain,1
shiinotic,mega-drain,12
shiinotic,sleep-powder,16
shiinotic,moonlight,20
shiinotic,strength-sap,27
shiinotic,giga-drain,32
shiinotic,dazzling-gleam,38
shiinotic,spore,44
shiinotic,moonblast,50
shiinotic,dream-eater,56
salandit,scratch,1
salandit,poison-gas,1
salandit,smog,5
salandit,ember,10
salandit,poison-fang,15
salandit,sweet-scent,20
salandit,nasty-plot,25
salandit,incinerate,30
salandit,venoshock,35
salandit,dragon-pulse,40
salandit,venom-drench,45
salandit,flamethrower,50
salandit,toxic,55
salandit,endeavor,60
salazzle,fire-lash,1
salazzle,knock-off,1
salazzle,encore,1
salazzle,torment,1
salazzle,swagger,1
salazzle,disable,1
salazzle,scratch,1
salazzle,endeavor,1
salazzle,pound,1
salazzle,poison-gas,1
salazzle,smog,1
salazzle,ember,1
salazzle,poison-fang,15
salazzle,sweet-scent,20
salazzle,nasty-plot,25
salazzle,incinerate,30
salazzle,venoshock,37
salazzle,dragon-pulse,44
salazzle,venom-drench,51
salazzle,flamethrower,58
salazzle,toxic,65
stufful,tackle,1
stufful,leer,1
stufful,baby-doll-eyes,4
stufful,payback,8
stufful,brutal-swing,12
stufful,endure,16
stufful,strength,20
stufful,take-down,24
stufful,flail,28
stufful,hammer-arm,32
stufful,thrash,36
stufful,pain-split,40
stufful,double-edge,44
stufful,superpower,48
bewear,bind,1
bewear,tackle,1
bewear,leer,1
bewear,baby-doll-eyes,1
bewear,payback,1
bewear,brutal-swing,12
bewear,endure,16
bewear,strength,20
bewear,take-down,24
bewear,flail,30
bewear,hammer-arm,36
bewear,thrash,42
bewear,pain-split,48
bewear,double-edge,54
bewear,superpower,60
bounsweet,splash,1
bounsweet,play-nice,4
bounsweet,rapid-spin,8
bounsweet,razor-leaf,12
bounsweet,sweet-scent,16
bounsweet,magical-leaf,20
bounsweet,flail,24
bounsweet,teeter-dance,28
bounsweet,aromatic-mist,32
bounsweet,aromatherapy,36
steenee,flail,1
steenee,splash,1
steenee,play-nice,1
steenee,rapid-spin,1
steenee,razor-leaf,1
steenee,sweet-scent,16
steenee,magical-leaf,22
steenee,stomp,28
steenee,teeter-dance,34
steenee,aromatic-mist,40
steenee,aromatherapy,46
steenee,leaf-storm,52
tsareena,trop-kick,1
tsareena,power-whip,1
tsareena,flail,1
tsareena,play-nice,1
tsareena,splash,1
tsareena,swagger,1
tsareena,rapid-spin,1
tsareena,razor-leaf,1
tsareena,sweet-scent,16
tsareena,magical-leaf,22
tsareena,stomp,28
tsareena,teeter-dance,34
tsareena,aromatic-mist,40
tsareena,aromatherapy,46
tsareena,leaf-storm,52
tsareena,high-jump-kick,58
comfey,helping-hand,1
comfey,vine-whip,1
comfey,flower-shield,1
comfey,leech-seed,4
comfey,draining-kiss,7
comfey,magical-leaf,10
comfey,growth,13
comfey,wrap,16
comfey,sweet-kiss,19
comfey,natural-gift,22
comfey,petal-blizzard,25
comfey,synthesis,28
comfey,sweet-scent,31
comfey,grass-knot,34
comfey,floral-healing,37
comfey,petal-dance,40
comfey,aromatherapy,43
comfey,grassy-terrain,46
comfey,play-rough,49
oranguru,confusion,1
oranguru,taunt,1
oranguru,after-you,5
oranguru,calm-mind,10
oranguru,stored-power,15
oranguru,psych-up,20
oranguru,quash,25
oranguru,nasty-plot,30
oranguru,zen-headbutt,35
oranguru,trick-room,40
oranguru,psychic,45
oranguru,instruct,50
oranguru,foul-play,55
oranguru,future-sight,60
passimian,tackle,1
passimian,leer,1
passimian,rock-smash,5
passimian,focus-energy,10
passimian,beat-up,15
passimian,scary-face,20
passimian,take-down,25
passimian,fling,30
passimian,bulk-up,35
passimian,thrash,40
passimian,double-edge,45
passimian,close-combat,50
passimian,reversal,55
passimian,giga-impact,60
wimpod,struggle-bug,1
wimpod,sand-attack,1
wimpod,defense-curl,1
golisopod,first-impression,1
golisopod,struggle-bug,1
golisopod,sand-attack,1
golisopod,defense-curl,1
golisopod,spite,1
golisopod,rock-smash,4
golisopod,fury-cutter,8
golisopod,mud-shot,12
golisopod,bug-bite,16
golisopod,iron-defense,20
golisopod,sucker-punch,24
golisopod,slash,28
golisopod,razor-shell,32
golisopod,pin-missile,36
golisopod,swords-dance,40
golisopod,liquidation,44
sandygast,harden,1
sandygast,absorb,1
sandygast,astonish,5
sandygast,sand-attack,9
sandygast,sand-tomb,14
sandygast,mega-drain,18
sandygast,bulldoze,23
sandygast,hypnosis,27
sandygast,iron-defense,32
sandygast,giga-drain,36
sandygast,shadow-ball,41
sandygast,earth-power,45
sandygast,shore-up,50
sandygast,sandstorm,54
palossand,harden,1
palossand,absorb,1
palossand,astonish,1
palossand,sand-attack,1
palossand,astonish,5
palossand,sand-attack,9
palossand,sand-tomb,14
palossand,mega-drain,18
palossand,bulldoze,23
palossand,hypnosis,27
palossand,iron-defense,32
palossand,giga-drain,36
palossand,shadow-ball,41
palossand,earth-power,47
palossand,shore-up,54
palossand,sandstorm,60
pyukumuku,baton-pass,1
pyukumuku,harden,1
pyukumuku,helping-hand,5
pyukumuku,taunt,10
pyukumuku,safeguard,15
pyukumuku,counter,20
pyukumuku,purify,25
pyukumuku,curse,30
pyukumuku,gastro-acid,35
pyukumuku,pain-split,40
pyukumuku,recover,45
pyukumuku,soak,50
pyukumuku,toxic,55
pyukumuku,memento,60
type-null,tackle,1
type-null,imprison,1
type-null,aerial-ace,5
type-null,scary-face,10
type-null,double-hit,15
type-null,metal-sound,20
type-null,crush-claw,25
type-null,air-slash,30
type-null,tri-attack,35
type-null,x-scissor,40
type-null,iron-head,45
type-null,take-down,50
type-null,double-edge,55
silvally,multi-attack,1
silvally,explosion,1
silvally,thunder-fang,1
silvally,ice-fang,1
silvally,fire-fang,1
silvally,poison-fang,1
silvally,imprison,1
silvally,iron-head,1
silvally,tackle,1
silvally,bite,1
silvally,aerial-ace,1
silvally,scary-face,1
silvally,double-hit,15
silvally,metal-sound,20
silvally,crush-claw,25
silvally,air-slash,30
silvally,tri-attack,35
silvally,x-scissor,40
silvally,crunch,45
silvally,take-down,50
silvally,double-edge,55
silvally,parting-shot,60
silvally-fire,multi-attack,1
silvally-fire,explosion,1
silvally-fire,thunder-fang,1
silvally-fire,ice-fang,1
silvally-fire,fire-fang,1
silvally-fire,poison-fang,1
silvally-fire,imprison,1
silvally-fire,iron-head,1
silvally-fire,tackle,1
silvally-fire,bite,1
silvally-fire,aerial-ace,1
silvally-fire,scary-face,1
silvally-fire,double-hit,15
silvally-fire,metal-sound,20
silvally-fire,crush-claw,25
silvally-fire,air-slash,30
silvally-fire,tri-attack,35
silvally-fire,x-scissor,40
silvally-fire,crunch,45
silvally-fire,take-down,50
silvally-fire,double-edge,55
silvally-fire,parting-shot,60
silvally-water,multi-attack,1
silvally-water,explosion,1
silvally-water,thunder-fang,1
silvally-water,ice-fang,1
silvally-water,fire-fang,1
silvally-water,poison-fang,1
silvally-water,imprison,1
silvally-water,iron-head,1
silvally-water,tackle,1
silvally-water,bite,1
silvally-water,aerial-ace,1
silvally-water,scary-face,1
silvally-water,double-hit,15
silvally-water,metal-sound,20
silvally-water,crush-claw,25
silvally-water,air-slash,30
silvally-water,tri-attack,35
silvally-water,x-scissor,40
silvally-water,crunch,45
silvally-water,take-down,50
silvally-water,double-edge,55
silvally-water,parting-shot,60
silvally-grass,multi-attack,1
silvally-grass,explosion,1
silvally-grass,thunder-fang,1
silvally-grass,ice-fang,1
silvally-grass,fire-fang,1
silvally-grass,poison-fang,1
silvally-grass,imprison,1
silvally-grass,iron-head,1
silvally-grass,tackle,1
silvally-grass,bite,1
silvally-grass,aerial-ace,1
silvally-grass,scary-face,1
silvally-grass,double-hit,15
silvally-grass,metal-sound,20
silvally-grass,crush-claw,25
silvally-grass,air-slash,30
silvally-grass,tri-attack,35
silvally-grass,x-scissor,40
silvally-grass,crunch,45
silvally-grass,take-down,50
silvally-grass,double-edge,55
silvally-grass,parting-shot,60
silvally-electric,multi-attack,1
silvally-electric,explosion,1
silvally-electric,thunder-fang,1
silvally-electric,ice-fang,1
silvally-electric,fire-fang,1
silvally-electric,poison-fang,1
silvally-electric,imprison,1
silvally-electric,iron-head,1
silvally-electric,tackle,1
silvally-electric,bite,1
silvally-electric,aerial-ace,1
silvally-electric,scary-face,1
silvally-electric,double-hit,15
silvally-electric,metal-sound,20
silvally-electric,crush-claw,25
silvally-electric,air-slash,30
silvally-electric,tri-attack,35
silvally-electric,x-scissor,40
silvally-electric,crunch,45
silvally-electric,take-down,50
silvally-electric,double-edge,55
silvally-electric,parting-shot,60
silvally-ice,multi-attack,1
silvally-ice,explosion,1
silvally-ice,thunder-fang,1
silvally-ice,ice-fang,1
silvally-ice,fire-fang,1
silvally-ice,poison-fang,1
silvally-ice,imprison,1
silvally-ice,iron-head,1
silvally-ice,tackle,1
silvally-ice,bite,1
silvally-ice,aerial-ace,1
silvally-ice,scary-face,1
silvally-ice,double-hit,15
silvally-ice,metal-sound,20
silvally-ice,crush-claw,25
silvally-ice,air-slash,30
silvally-ice,tri-attack,35
silvally-ice,x-scissor,40
silvally-ice,crunch,45
silvally-ice,take-down,50
silvally-ice,double-edge,55
silvally-ice,parting-shot,60
silvally-fighting,multi-attack,1
silvally-fighting,explosion,1
silvally-fighting,thunder-fang,1
silvally-fighting,ice-fang,1
silvally-fighting,fire-fang,1
silvally-fighting,poison-fang,1
silvally-fighting,imprison,1
silvally-fighting,iron-head,1
silvally-fighting,tackle,1
silvally-fighting,bite,1
silvally-fighting,aerial-ace,1
silvally-fighting,scary-face,1
silvally-fighting,double-hit,15
silvally-fighting,metal-sound,20
silvally-fighting,crush-claw,25
silvally-fighting,air-slash,30
silvally-fighting,tri-attack,35
silvally-fighting,x-scissor,40
silvally-fighting,crunch,45
silvally-fighting,take-down,50
silvally-fighting,double-edge,55
silvally-fighting,parting-shot,60
silvally-poison,multi-attack,1
silvally-poison,explosion,1
silvally-poison,thunder-fang,1
silvally-poison,ice-fang,1
silvally-poison,fire-fang,1
silvally-poison,poison-fang,1
silvally-poison,imprison,1
silvally-poison,iron-head,1
silvally-poison,tackle,1
silvally-poison,bite,1
silvally-poison,aerial-ace,1
silvally-poison,scary-face,1
silvally-poison,double-hit,15
silvally-poison,metal-sound,20
silvally-poison,crush-claw,25
silvally-poison,air-slash,30
silvally-poison,tri-attack,35
silvally-poison,x-scissor,40
silvally-poison,crunch,45
silvally-poison,take-down,50
silvally-poison,double-edge,55
silvally-poison,parting-shot,60
silvally-ground,multi-attack,1
silvally-ground,explosion,1
silvally-ground,thunder-fang,1
silvally-ground,ice-fang,1
silvally-ground,fire-fang,1
silvally-ground,poison-fang,1
silvally-ground,imprison,1
silvally-ground,iron-head,1
silvally-ground,tackle,1
silvally-ground,bite,1
silvally-ground,aerial-ace,1
silvally-ground,scary-face,1
silvally-ground,double-hit,15
silvally-ground,metal-sound,20
silvally-ground,crush-claw,25
silvally-ground,air-slash,30
silvally-ground,tri-attack,35
silvally-ground,x-scissor,40
silvally-ground,crunch,45
silvally-ground,take-down,50
silvally-ground,double-edge,55
silvally-ground,parting-shot,60
silvally-flying,multi-attack,1
silvally-flying,explosion,1
silvally-flying,thunder-fang,1
silvally-flying,ice-fang,1
silvally-flying,fire-fang,1
silvally-flying,poison-fang,1
silvally-flying,imprison,1
silvally-flying,iron-head,1
silvally-flying,tackle,1
silvally-flying,bite,1
silvally-flying,aerial-ace,1
silvally-flying,scary-face,1
silvally-flying,double-hit,15
silvally-flying,metal-sound,20
silvally-flying,crush-claw,25
silvally-flying,air-slash,30
silvally-flying,tri-attack,35
silvally-flying,x-scissor,40
silvally-flying,crunch,45
silvally-flying,take-down,50
silvally-flying,double-edge,55
silvally-flying,parting-shot,60
silvally-psychic,multi-attack,1
silvally-psychic,explosion,1
silvally-psychic,thunder-fang,1
silvally-psychic,ice-fang,1
silvally-psychic,fire-fang,1
silvally-psychic,poison-fang,1
silvally-psychic,imprison,1
silvally-psychic,iron-head,1
silvally-psychic,tackle,1
silvally-psychic,bite,1
silvally-psychic,aerial-ace,1
silvally-psychic,scary-face,1
silvally-psychic,double-hit,15
silvally-psychic,metal-sound,20
silvally-psychic,crush-claw,25
silvally-psychic,air-slash,30
silvally-psychic,tri-attack,35
silvally-psychic,x-scissor,40
silvally-psychic,crunch,45
silvally-psychic,take-down,50
silvally-psychic,double-edge,55
silvally-psychic,parting-shot,60
silvally-bug,multi-attack,1
silvally-bug,explosion,1
silvally-bug,thunder-fang,1
silvally-bug,ice-fang,1
silvally-bug,fire-fang,1
silvally-bug,poison-fang,1
silvally-bug,imprison,1
silvally-bug,iron-head,1
silvally-bug,tackle,1
silvally-bug,bite,1
silvally-bug,aerial-ace,1
silvally-bug,scary-face,1
silvally-bug,double-hit,15
silvally-bug,metal-sound,20
silvally-bug,crush-claw,25
silvally-bug,air-slash,30
silvally-bug,tri-attack,35
silvally-bug,x-scissor,40
silvally-bug,crunch,45
silvally-bug,take-down,50
silvally-bug,double-edge,55
silvally-bug,parting-shot,60
silvally-rock,multi-attack,1
silvally-rock,explosion,1
silvally-rock,thunder-fang,1
silvally-rock,ice-fang,1
silvally-rock,fire-fang,1
silvally-rock,poison-fang,1
silvally-rock,imprison,1
silvally-rock,iron-head,1
silvally-rock,tackle,1
silvally-rock,bite,1
silvally-rock,aerial-ace,1
silvally-rock,scary-face,1
silvally-rock,double-hit,15
silvally-rock,metal-sound,20
silvally-rock,crush-claw,25
silvally-rock,air-slash,30
silvally-rock,tri-attack,35
silvally-rock,x-scissor,40
silvally-rock,crunch,45
silvally-rock,take-down,50
silvally-rock,double-edge,55
silvally-rock,parting-shot,60
silvally-ghost,multi-attack,1
silvally-ghost,explosion,1
silvally-ghost,thunder-fang,1
silvally-ghost,ice-fang,1
silvally-ghost,fire-fang,1
silvally-ghost,poison-fang,1
silvally-ghost,imprison,1
silvally-ghost,iron-head,1
silvally-ghost,tackle,1
silvally-ghost,bite,1
silvally-ghost,aerial-ace,1
silvally-ghost,scary-face,1
silvally-ghost,double-hit,15
silvally-ghost,metal-sound,20
silvally-ghost,crush-claw,25
silvally-ghost,air-slash,30
silvally-ghost,tri-attack,35
silvally-ghost,x-scissor,40
silvally-ghost,crunch,45
silvally-ghost,take-down,50
silvally-ghost,double-edge,55
silvally-ghost,parting-shot,60
silvally-dragon,multi-attack,1
silvally-dragon,explosion,1
silvally-dragon,thunder-fang,1
silvally-dragon,ice-fang,1
silvally-dragon,fire-fang,1
silvally-dragon,poison-fang,1
silvally-dragon,imprison,1
silvally-dragon,iron-head,1
silvally-dragon,tackle,1
silvally-dragon,bite,1
silvally-dragon,aerial-ace,1
silvally-dragon,scary-face,1
silvally-dragon,double-hit,15
silvally-dragon,metal-sound,20
silvally-dragon,crush-claw,25
silvally-dragon,air-slash,30
silvally-dragon,tri-attack,35
silvally-dragon,x-scissor,40
silvally-dragon,crunch,45
silvally-dragon,take-down,50
silvally-dragon,double-edge,55
silvally-dragon,parting-shot,60
silvally-dark,multi-attack,1
silvally-dark,explosion,1
silvally-dark,thunder-fang,1
silvally-dark,ice-fang,1
silvally-dark,fire-fang,1
silvally-dark,poison-fang,1
silvally-dark,imprison,1
silvally-dark,iron-head,1
silvally-dark,tackle,1
silvally-dark,bite,1
silvally-dark,aerial-ace,1
silvally-dark,scary-face,1
silvally-dark,double-hit,15
silvally-dark,metal-sound,20
silvally-dark,crush-claw,25
silvally-dark,air-slash,30
silvally-dark,tri-attack,35
silvally-dark,x-scissor,40
silvally-dark,crunch,45
silvally-dark,take-down,50
silvally-dark,double-edge,55
silvally-dark,parting-shot,60
silvally-steel,multi-attack,1
silvally-steel,explosion,1
silvally-steel,thunder-fang,1
silvally-steel,ice-fang,1
silvally-steel,fire-fang,1
silvally-steel,poison-fang,1
silvally-steel,imprison,1
silvally-steel,iron-head,1
silvally-steel,tackle,1
silvally-steel,bite,1
silvally-steel,aerial-ace,1
silvally-steel,scary-face,1
silvally-steel,double-hit,15
silvally-steel,metal-sound,20
silvally-steel,crush-claw,25
silvally-steel,air-slash,30
silvally-steel,tri-attack,35
silvally-steel,x-scissor,40
silvally-steel,crunch,45
silvally-steel,take-down,50
silvally-steel,double-edge,55
silvally-steel,parting-shot,60
silvally-fairy,multi-attack,1
silvally-fairy,explosion,1
silvally-fairy,thunder-fang,1
silvally-fairy,ice-fang,1
silvally-fairy,fire-fang,1
silvally-fairy,poison-fang,1
silvally-fairy,imprison,1
silvally-fairy,iron-head,1
silvally-fairy,tackle,1
silvally-fairy,bite,1
silvally-fairy,aerial-ace,1
silvally-fairy,scary-face,1
silvally-fairy,double-hit,15
silvally-fairy,metal-sound,20
silvally-fairy,crush-claw,25
silvally-fairy,air-slash,30
silvally-fairy,tri-attack,35
silvally-fairy,x-scissor,40
silvally-fairy,crunch,45
silvally-fairy,take-down,50
silvally-fairy,double-edge,55
silvally-fairy,parting-shot,60
minior,tackle,1
minior,defense-curl,3
minior,rollout,8
minior,confuse-ray,10
minior,swift,15
minior,ancient-power,17
minior,self-destruct,22
minior,stealth-rock,24
minior,take-down,29
minior,autotomize,31
minior,cosmic-power,36
minior,power-gem,38
minior,double-edge,43
minior,shell-smash,45
minior,explosion,50
minior-red,tackle,1
minior-red,defense-curl,3
minior-red,rollout,8
minior-red,confuse-ray,10
minior-red,swift,15
minior-red,ancient-power,17
minior-red,self-destruct,22
minior-red,stealth-rock,24
minior-red,take-down,29
minior-red,autotomize,31
minior-red,cosmic-power,36
minior-red,power-gem,38
minior-red,double-edge,43
minior-red,shell-smash,45
minior-red,explosion,50
minior-orange,tackle,1
minior-orange,defense-curl,3
minior-orange,rollout,8
minior-orange,confuse-ray,10
minior-orange,swift,15
minior-orange,ancient-power,17
minior-orange,self-destruct,22
minior-orange,stealth-rock,24
minior-orange,take-down,29
minior-orange,autotomize,31
minior-orange,cosmic-power,36
minior-orange,power-gem,38
minior-orange,double-edge,43
minior-orange,shell-smash,45
minior-orange,explosion,50
minior-yellow,tackle,1
minior-yellow,defense-curl,3
minior-yellow,rollout,8
minior-yellow,confuse-ray,10
minior-yellow,swift,15
minior-yellow,ancient-power,17
minior-yellow,self-destruct,22
minior-yellow,stealth-rock,24
minior-yellow,take-down,29
minior-yellow,autotomize,31
minior-yellow,cosmic-power,36
minior-yellow,power-gem,38
minior-yellow,double-edge,43
minior-yellow,shell-smash,45
minior-yellow,explosion,50
minior-green,tackle,1
minior-green,defense-curl,3
minior-green,rollout,8
minior-green,confuse-ray,10
minior-green,swift,15
minior-green,ancient-power,17
minior-green,self-destruct,22
minior-green,stealth-rock,24
minior-green,take-down,29
minior-green,autotomize,31
minior-green,cosmic-power,36
minior-green,power-gem,38
minior-green,double-edge,43
minior-green,shell-smash,45
minior-green,explosion,50
minior-blue,tackle,1
minior-blue,defense-curl,3
minior-blue,rollout,8
minior-blue,confuse-ray,10
minior-blue,swift,15
minior-blue,ancient-power,17
minior-blue,self-destruct,22
minior-blue,stealth-rock,24
minior-blue,take-down,29
minior-blue,autotomize,31
minior-blue,cosmic-power,36
minior-blue,power-gem,38
minior-blue,double-edge,43
minior-blue,shell-smash,45
minior-blue,explosion,50
minior-indigo,tackle,1
minior-indigo,defense-curl,3
minior-indigo,rollout,8
minior-indigo,confuse-ray,10
minior-indigo,swift,15
minior-indigo,ancient-power,17
minior-indigo,self-destruct,22
minior-indigo,stealth-rock,24
minior-indigo,take-down,29
minior-indigo,autotomize,31
minior-indigo,cosmic-power,36
minior-indigo,power-gem,38
minior-indigo,double-edge,43
minior-indigo,shell-smash,45
minior-indigo,explosion,50
minior-violet,tackle,1
minior-violet,defense-curl,3
minior-violet,rollout,8
minior-violet,confuse-ray,10
minior-violet,swift,15
minior-violet,ancient-power,17
minior-violet,self-destruct,22
minior-violet,stealth-rock,24
minior-violet,take-down,29
minior-violet,autotomize,31
minior-violet,cosmic-power,36
minior-violet,power-gem,38
minior-violet,double-edge,43
minior-violet,shell-smash,45
minior-violet,explosion,50
komala,defense-curl,1
komala,rollout,1
komala,stockpile,6
komala,spit-up,6
komala,swallow,6
komala,rapid-spin,11
komala,yawn,16
komala,slam,21
komala,flail,26
komala,sucker-punch,31
komala,psych-up,36
komala,wood-hammer,41
komala,thrash,46
turtonator,smog,1
turtonator,tackle,1
turtonator,ember,4
turtonator,protect,8
turtonator,endure,12
turtonator,flail,16
turtonator,incinerate,20
turtonator,iron-defense,24
turtonator,dragon-pulse,28
turtonator,body-slam,32
turtonator,flamethrower,36
turtonator,shell-trap,40
turtonator,shell-smash,44
turtonator,overheat,48
turtonator,explosion,52
togedemaru,nuzzle,1
togedemaru,tackle,1
togedemaru,defense-curl,5
togedemaru,charge,10
togedemaru,thunder-shock,15
togedemaru,fell-stinger,20
togedemaru,spark,25
togedemaru,pin-missile,30
togedemaru,magnet-rise,35
togedemaru,zing-zap,40
togedemaru,discharge,45
togedemaru,electric-terrain,50
togedemaru,wild-charge,55
togedemaru,spiky-shield,60
mimikyu,wood-hammer,1
mimikyu,splash,1
mimikyu,astonish,1
mimikyu,scratch,1
mimikyu,copycat,1
mimikyu,shadow-sneak,6
mimikyu,double-team,12
mimikyu,baby-doll-eyes,18
mimikyu,mimic,24
mimikyu,hone-claws,30
mimikyu,slash,36
mimikyu,shadow-claw,42
mimikyu,charm,48
mimikyu,play-rough,54
mimikyu,pain-split,60
mimikyu-busted,wood-hammer,1
mimikyu-busted,splash,1
mimikyu-busted,astonish,1
mimikyu-busted,scratch,1
mimikyu-busted,copycat,1
mimikyu-busted,shadow-sneak,6
mimikyu-busted,double-team,12
mimikyu-busted,baby-doll-eyes,18
mimikyu-busted,mimic,24
mimikyu-busted,hone-claws,30
mimikyu-busted,slash,36
mimikyu-busted,shadow-claw,42
mimikyu-busted,charm,48
mimikyu-busted,play-rough,54
mimikyu-busted,pain-split,60
bruxish,water-gun,1
bruxish,astonish,4
bruxish,confusion,9
bruxish,bite,12
bruxish,aqua-jet,17
bruxish,disable,20
bruxish,psywave,25
bruxish,crunch,28
bruxish,aqua-tail,33
bruxish,screech,36
bruxish,psychic-fangs,41
bruxish,synchronoise,44
drampa,play-nice,1
drampa,echoed-voice,1
drampa,twister,5
drampa,protect,10
drampa,glare,15
drampa,safeguard,20
drampa,dragon-breath,25
drampa,extrasensory,30
drampa,dragon-pulse,35
drampa,light-screen,40
drampa,fly,45
drampa,hyper-voice,50
drampa,outrage,55
dhelmise,absorb,1
dhelmise,rapid-spin,1
dhelmise,astonish,4
dhelmise,wrap,8
dhelmise,mega-drain,12
dhelmise,growth,16
dhelmise,gyro-ball,20
dhelmise,switcheroo,24
dhelmise,giga-drain,28
dhelmise,whirlpool,32
dhelmise,heavy-slam,36
dhelmise,slam,40
dhelmise,shadow-ball,44
dhelmise,metal-sound,48
dhelmise,anchor-shot,52
dhelmise,energy-ball,56
dhelmise,phantom-force,60
dhelmise,power-whip,64
jangmo-o,tackle,1
jangmo-o,leer,1
jangmo-o,protect,4
jangmo-o,dragon-tail,8
jangmo-o,scary-face,12
jangmo-o,headbutt,16
jangmo-o,work-up,20
jangmo-o,screech,24
jangmo-o,iron-defense,28
jangmo-o,dragon-claw,32
jangmo-o,noble-roar,36
jangmo-o,dragon-dance,40
jangmo-o,outrage,44
hakamo-o,autotomize,1
hakamo-o,tackle,1
hakamo-o,leer,1
hakamo-o,protect,1
hakamo-o,dragon-tail,1
hakamo-o,scary-face,12
hakamo-o,headbutt,16
hakamo-o,work-up,20
hakamo-o,screech,24
hakamo-o,iron-defense,28
hakamo-o,dragon-claw,32
hakamo-o,noble-roar,38
hakamo-o,dragon-dance,44
hakamo-o,outrage,50
hakamo-o,close-combat,56
kommo-o,clanging-scales,1
kommo-o,belly-drum,1
kommo-o,autotomize,1
kommo-o,tackle,1
kommo-o,leer,1
kommo-o,protect,1
kommo-o,dragon-tail,1
kommo-o,scary-face,12
kommo-o,headbutt,16
kommo-o,work-up,20
kommo-o,screech,24
kommo-o,iron-defense,28
kommo-o,dragon-claw,32
kommo-o,noble-roar,38
kommo-o,dragon-dance,44
kommo-o,outrage,52
kommo-o,close-combat,60
kommo-o,clangorous-soul,68
kommo-o,boomburst,76
tapu-koko,electric-terrain,1
tapu-koko,brave-bird,1
tapu-koko,power-swap,1
tapu-koko,mean-look,1
tapu-koko,quick-attack,1
tapu-koko,false-swipe,1
tapu-koko,withdraw,1
tapu-koko,thunder-shock,1
tapu-koko,spark,8
tapu-koko,shock-wave,14
tapu-koko,screech,20
tapu-koko,charge,26
tapu-koko,wild-charge,32
tapu-koko,mirror-move,38
tapu-koko,natures-madness,43
tapu-koko,discharge,48
tapu-koko,agility,53
tapu-koko,electro-ball,58
tapu-lele,psychic-terrain,1
tapu-lele,aromatic-mist,1
tapu-lele,aromatherapy,1
tapu-lele,mean-look,1
tapu-lele,draining-kiss,1
tapu-lele,astonish,1
tapu-lele,withdraw,1
tapu-lele,confusion,1
tapu-lele,psywave,8
tapu-lele,psybeam,14
tapu-lele,sweet-scent,20
tapu-lele,skill-swap,26
tapu-lele,psyshock,32
tapu-lele,tickle,38
tapu-lele,natures-madness,43
tapu-lele,extrasensory,48
tapu-lele,flatter,53
tapu-lele,moonblast,58
tapu-bulu,grassy-terrain,1
tapu-bulu,wood-hammer,1
tapu-bulu,superpower,1
tapu-bulu,mean-look,1
tapu-bulu,disable,1
tapu-bulu,whirlwind,1
tapu-bulu,withdraw,1
tapu-bulu,leafage,1
