pokemon_identifier,stat_identifier,base_stat
arceus-ghost,spatk,120
arceus-ghost,spdef,120
arceus-ghost,spe,120
arceus-dragon,hp,120
arceus-dragon,atk,120
arceus-dragon,def,120
arceus-dragon,spatk,120
arceus-dragon,spdef,120
arceus-dragon,spe,120
arceus-dark,hp,120
arceus-dark,atk,120
arceus-dark,def,120
arceus-dark,spatk,120
arceus-dark,spdef,120
arceus-dark,spe,120
arceus-steel,hp,120
arceus-steel,atk,120
arceus-steel,def,120
arceus-steel,spatk,120
arceus-steel,spdef,120
arceus-steel,spe,120
arceus-fairy,hp,120
arceus-fairy,atk,120
arceus-fairy,def,120
arceus-fairy,spatk,120
arceus-fairy,spdef,120
arceus-fairy,spe,120
victini,hp,100
victini,atk,100
victini,def,100
victini,spatk,100
victini,spdef,100
victini,spe,100
snivy,hp,45
snivy,atk,45
snivy,def,55
snivy,spatk,45
snivy,spdef,55
snivy,spe,63
servine,hp,60
servine,atk,60
servine,def,75
servine,spatk,60
servine,spdef,75
servine,spe,83
serperior,hp,75
serperior,atk,75
serperior,def,95
serperior,spatk,75
serperior,spdef,95
serperior,spe,113
tepig,hp,65
tepig,atk,63
tepig,def,45
tepig,spatk,45
tepig,spdef,45
tepig,spe,45
pignite,hp,90
pignite,atk,93
pignite,def,55
pignite,spatk,70
pignite,spdef,55
pignite,spe,55
emboar,hp,110
emboar,atk,123
emboar,def,65
emboar,spatk,100
emboar,spdef,65
emboar,spe,65
oshawott,hp,55
oshawott,atk,55
oshawott,def,45
oshawott,spatk,63
oshawott,spdef,45
oshawott,spe,45
dewott,hp,75
dewott,atk,75
dewott,def,60
dewott,spatk,83
dewott,spdef,60
dewott,spe,60
samurott,hp,95
samurott,atk,100
samurott,def,85
samurott,spatk,108
samurott,spdef,70
samurott,spe,70
patrat,hp,45
patrat,atk,55
patrat,def,39
patrat,spatk,35
patrat,spdef,39
patrat,spe,42
watchog,hp,60
watchog,atk,85
watchog,def,69
watchog,spatk,60
watchog,spdef,69
watchog,spe,77
lillipup,hp,45
lillipup,atk,60
lillipup,def,45
lillipup,spatk,25
lillipup,spdef,45
lillipup,spe,55
herdier,hp,65
herdier,atk,80
herdier,def,65
herdier,spatk,35
herdier,spdef,65
herdier,spe,60
stoutland,hp,85
stoutland,atk,110
stoutland,def,90
stoutland,spatk,45
stoutland,spdef,90
stoutland,spe,80
purrloin,hp,41
purrloin,atk,50
purrloin,def,37
purrloin,spatk,50
purrloin,spdef,37
purrloin,spe,66
liepard,hp,64
liepard,atk,88
liepard,def,50
liepard,spatk,88
liepard,spdef,50
liepard,spe,106
pansage,hp,50
pansage,atk,53
pansage,def,48
pansage,spatk,53
pansage,spdef,48
pansage,spe,64
simisage,hp,75
simisage,atk,98
simisage,def,63
simisage,spatk,98
simisage,spdef,63
simisage,spe,101
pansear,hp,50
pansear,atk,53
pansear,def,48
pansear,spatk,53
pansear,spdef,48
pansear,spe,64
simisear,hp,75
simisear,atk,98
simisear,def,63
simisear,spatk,98
simisear,spdef,63
simisear,spe,101
panpour,hp,50
panpour,atk,53
panpour,def,48
panpour,spatk,53
panpour,spdef,48
panpour,spe,64
simipour,hp,75
simipour,atk,98
simipour,def,63
simipour,spatk,98
simipour,spdef,63
simipour,spe,101
munna,hp,76
munna,atk,25
munna,def,45
munna,spatk,67
munna,spdef,55
munna,spe,24
musharna,hp,116
musharna,atk,55
musharna,def,85
musharna,spatk,107
musharna,spdef,95
musharna,spe,29
pidove,hp,50
pidove,atk,55
pidove,def,50
pidove,spatk,36
pidove,spdef,30
pidove,spe,43
tranquill,hp,62
tranquill,atk,77
tranquill,def,62
tranquill,spatk,50
tranquill,spdef,42
tranquill,spe,65
unfezant,hp,80
unfezant,atk,115
unfezant,def,80
unfezant,spatk,65
unfezant,spdef,55
unfezant,spe,93
blitzle,hp,45
blitzle,atk,60
blitzle,def,32
blitzle,spatk,50
blitzle,spdef,32
blitzle,spe,76
zebstrika,hp,75
zebstrika,atk,100
zebstrika,def,63
zebstrika,spatk,80
zebstrika,spdef,63
zebstrika,spe,116
roggenrola,hp,55
roggenrola,atk,75
roggenrola,def,85
roggenrola,spatk,25
roggenrola,spdef,25
roggenrola,spe,15
boldore,hp,70
boldore,atk,105
boldore,def,105
boldore,spatk,50
boldore,spdef,40
boldore,spe,20
gigalith,hp,85
gigalith,atk,135
gigalith,def,130
gigalith,spatk,60
gigalith,spdef,80
gigalith,spe,25
woobat,hp,65
woobat,atk,45
woobat,def,43
woobat,spatk,55
woobat,spdef,43
woobat,spe,72
swoobat,hp,67
swoobat,atk,57
swoobat,def,55
swoobat,spatk,77
swoobat,spdef,55
swoobat,spe,114
drilbur,hp,60
drilbur,atk,85
drilbur,def,40
drilbur,spatk,30
drilbur,spdef,45
drilbur,spe,68
excadrill,hp,110
excadrill,atk,135
excadrill,def,60
excadrill,spatk,50
excadrill,spdef,65
excadrill,spe,88
audino,hp,103
audino,atk,60
audino,def,86
audino,spatk,60
audino,spdef,86
audino,spe,50
audino-mega,hp,103
audino-mega,atk,60
audino-mega,def,126
audino-mega,spatk,80
audino-mega,spdef,126
audino-mega,spe,50
timburr,hp,75
timburr,atk,80
timburr,def,55
timburr,spatk,25
timburr,spdef,35
timburr,spe,35
gurdurr,hp,85
gurdurr,atk,105
gurdurr,def,85
gurdurr,spatk,40
gurdurr,spdef,50
gurdurr,spe,40
conkeldurr,hp,105
conkeldurr,atk,140
conkeldurr,def,95
conkeldurr,spatk,55
conkeldurr,spdef,65
conkeldurr,spe,45
tympole,hp,50
tympole,atk,50
tympole,def,40
tympole,spatk,50
tympole,spdef,40
tympole,spe,64
palpitoad,hp,75
palpitoad,atk,65
palpitoad,def,55
palpitoad,spatk,65
palpitoad,spdef,55
palpitoad,spe,69
seismitoad,hp,105
seismitoad,atk,95
seismitoad,def,75
seismitoad,spatk,85
seismitoad,spdef,75
seismitoad,spe,74
throh,hp,120
throh,atk,100
throh,def,85
throh,spatk,30
throh,spdef,85
throh,spe,45
sawk,hp,75
sawk,atk,125
sawk,def,75
sawk,spatk,30
sawk,spdef,75
sawk,spe,85
sewaddle,hp,45
sewaddle,atk,53
sewaddle,def,70
sewaddle,spatk,40
sewaddle,spdef,60
sewaddle,spe,42
swadloon,hp,55
swadloon,atk,63
swadloon,def,90
swadloon,spatk,50
swadloon,spdef,80
swadloon,spe,42
leavanny,hp,75
leavanny,atk,103
leavanny,def,80
leavanny,spatk,70
leavanny,spdef,80
leavanny,spe,92
venipede,hp,30
venipede,atk,45
venipede,def,59
venipede,spatk,30
venipede,spdef,39
venipede,spe,57
whirlipede,hp,40
whirlipede,atk,55
whirlipede,def,99
whirlipede,spatk,40
whirlipede,spdef,79
whirlipede,spe,47
scolipede,hp,60
scolipede,atk,100
scolipede,def,89
scolipede,spatk,55
scolipede,spdef,69
scolipede,spe,112
cottonee,hp,40
cottonee,atk,27
cottonee,def,60
cottonee,spatk,37
cottonee,spdef,50
cottonee,spe,66
whimsicott,hp,60
whimsicott,atk,67
whimsicott,def,85
whimsicott,spatk,77
whimsicott,spdef,75
whimsicott,spe,116
petilil,hp,45
petilil,atk,35
petilil,def,50
petilil,spatk,70
petilil,spdef,50
petilil,spe,30
lilligant,hp,70
lilligant,atk,60
lilligant,def,75
lilligant,spatk,110
lilligant,spdef,75
lilligant,spe,90
basculin-red-striped,hp,70
basculin-red-striped,atk,92
basculin-red-striped,def,65
basculin-red-striped,spatk,80
basculin-red-striped,spdef,55
basculin-red-striped,spe,98
basculin-blue-striped,hp,70
basculin-blue-striped,atk,92
basculin-blue-striped,def,65
basculin-blue-striped,spatk,80
basculin-blue-striped,spdef,55
basculin-blue-striped,spe,98
sandile,hp,50
sandile,atk,72
sandile,def,35
sandile,spatk,35
sandile,spdef,35
sandile,spe,65
krokorok,hp,60
krokorok,atk,82
krokorok,def,45
krokorok,spatk,45
krokorok,spdef,45
krokorok,spe,74
krookodile,hp,95
krookodile,atk,117
krookodile,def,80
krookodile,spatk,65
krookodile,spdef,70
krookodile,spe,92
darumaka,hp,70
darumaka,atk,90
darumaka,def,45
darumaka,spatk,15
darumaka,spdef,45
darumaka,spe,50
darumaka-galar,hp,70
darumaka-galar,atk,90
darumaka-galar,def,45
darumaka-galar,spatk,15
darumaka-galar,spdef,45
darumaka-galar,spe,50
darmanitan,hp,105
darmanitan,atk,140
darmanitan,def,55
darmanitan,spatk,30
darmanitan,spdef,55
darmanitan,spe,95
darmanitan-zen,hp,105
darmanitan-zen,atk,30
darmanitan-zen,def,105
darmanitan-zen,spatk,140
darmanitan-zen,spdef,105
darmanitan-zen,spe,55
darmanitan-galar,hp,105
darmanitan-galar,atk,140
darmanitan-galar,def,55
darmanitan-galar,spatk,30
darmanitan-galar,spdef,55
darmanitan-galar,spe,95
darmanitan-galar-zen,hp,105
darmanitan-galar-zen,atk,160
darmanitan-galar-zen,def,55
darmanitan-galar-zen,spatk,30
darmanitan-galar-zen,spdef,55
darmanitan-galar-zen,spe,135
maractus,hp,75
maractus,atk,86
maractus,def,67
maractus,spatk,106
maractus,spdef,67
maractus,spe,60
dwebble,hp,50
dwebble,atk,65
dwebble,def,85
dwebble,spatk,35
dwebble,spdef,35
dwebble,spe,55
crustle,hp,70
crustle,atk,105
crustle,def,125
crustle,spatk,65
crustle,spdef,75
crustle,spe,45
scraggy,hp,50
scraggy,atk,75
scraggy,def,70
scraggy,spatk,35
scraggy,spdef,70
scraggy,spe,48
scrafty,hp,65
scrafty,atk,90
scrafty,def,115
scrafty,spatk,45
scrafty,spdef,115
scrafty,spe,58
sigilyph,hp,72
sigilyph,atk,58
sigilyph,def,80
sigilyph,spatk,103
sigilyph,spdef,80
sigilyph,spe,97
yamask,hp,38
yamask,atk,30
yamask,def,85
yamask,spatk,55
yamask,spdef,65
yamask,spe,30
yamask-galar,hp,38
yamask-galar,atk,55
yamask-galar,def,85
yamask-galar,spatk,30
yamask-galar,spdef,65
yamask-galar,spe,30
cofagrigus,hp,58
cofagrigus,atk,50
cofagrigus,def,145
cofagrigus,spatk,95
cofagrigus,spdef,105
cofagrigus,spe,30
tirtouga,hp,54
tirtouga,atk,78
tirtouga,def,103
tirtouga,spatk,53
tirtouga,spdef,45
tirtouga,spe,22
carracosta,hp,74
carracosta,atk,108
carracosta,def,133
carracosta,spatk,83
carracosta,spdef,65
carracosta,spe,32
archen,hp,55
archen,atk,112
archen,def,45
archen,spatk,74
archen,spdef,45
archen,spe,70
archeops,hp,75
archeops,atk,140
archeops,def,65
archeops,spatk,112
archeops,spdef,65
archeops,spe,110
trubbish,hp,50
trubbish,atk,50
trubbish,def,62
trubbish,spatk,40
trubbish,spdef,62
trubbish,spe,65
garbodor,hp,80
garbodor,atk,95
garbodor,def,82
garbodor,spatk,60
garbodor,spdef,82
garbodor,spe,75
garbodor-gigantamax,hp,80
garbodor-gigantamax,atk,95
garbodor-gigantamax,def,82
garbodor-gigantamax,spatk,60
garbodor-gigantamax,spdef,82
garbodor-gigantamax,spe,75
zorua,hp,40
zorua,atk,65
zorua,def,40
zorua,spatk,80
zorua,spdef,40
zorua,spe,65
zoroark,hp,60
zoroark,atk,105
zoroark,def,60
zoroark,spatk,120
zoroark,spdef,60
zoroark,spe,105
minccino,hp,55
minccino,atk,50
minccino,def,40
minccino,spatk,40
minccino,spdef,40
minccino,spe,75
cinccino,hp,75
cinccino,atk,95
cinccino,def,60
cinccino,spatk,65
cinccino,spdef,60
cinccino,spe,115
gothita,hp,45
gothita,atk,30
gothita,def,50
gothita,spatk,55
gothita,spdef,65
gothita,spe,45
gothorita,hp,60
gothorita,atk,45
gothorita,def,70
gothorita,spatk,75
gothorita,spdef,85
gothorita,spe,55
gothitelle,hp,70
gothitelle,atk,55
gothitelle,def,95
gothitelle,spatk,95
gothitelle,spdef,110
gothitelle,spe,65
solosis,hp,45
solosis,atk,30
solosis,def,40
solosis,spatk,105
solosis,spdef,50
solosis,spe,20
duosion,hp,65
duosion,atk,40
duosion,def,50
duosion,spatk,125
duosion,spdef,60
duosion,spe,30
reuniclus,hp,110
reuniclus,atk,65
reuniclus,def,75
reuniclus,spatk,125
reuniclus,spdef,85
reuniclus,spe,30
ducklett,hp,62
ducklett,atk,44
ducklett,def,50
ducklett,spatk,44
ducklett,spdef,50
ducklett,spe,55
swanna,hp,75
swanna,atk,87
swanna,def,63
swanna,spatk,87
swanna,spdef,63
swanna,spe,98
vanillite,hp,36
vanillite,atk,50
vanillite,def,50
vanillite,spatk,65
vanillite,spdef,60
vanillite,spe,44
vanillish,hp,51
vanillish,atk,65
vanillish,def,65
vanillish,spatk,80
vanillish,spdef,75
vanillish,spe,59
vanilluxe,hp,71
vanilluxe,atk,95
vanilluxe,def,85
vanilluxe,spatk,110
vanilluxe,spdef,95
vanilluxe,spe,79
deerling-spring,hp,60
deerling-spring,atk,60
deerling-spring,def,50
deerling-spring,spatk,40
deerling-spring,spdef,50
deerling-spring,spe,75
deerling-summer,hp,60
deerling-summer,atk,60
deerling-summer,def,50
deerling-summer,spatk,40
deerling-summer,spdef,50
deerling-summer,spe,75
deerling-autumn,hp,60
deerling-autumn,atk,60
deerling-autumn,def,50
deerling-autumn,spatk,40
deerling-autumn,spdef,50
deerling-autumn,spe,75
deerling-winter,hp,60
deerling-winter,atk,60
deerling-winter,def,50
deerling-winter,spatk,40
deerling-winter,spdef,50
deerling-winter,spe,75
sawsbuck-spring,hp,80
sawsbuck-spring,atk,100
sawsbuck-spring,def,70
sawsbuck-spring,spatk,60
sawsbuck-spring,spdef,70
sawsbuck-spring,spe,95
sawsbuck-summer,hp,80
sawsbuck-summer,atk,100
sawsbuck-summer,def,70
sawsbuck-summer,spatk,60
sawsbuck-summer,spdef,70
sawsbuck-summer,spe,95
sawsbuck-autumn,hp,80
sawsbuck-autumn,atk,100
sawsbuck-autumn,def,70
sawsbuck-autumn,spatk,60
sawsbuck-autumn,spdef,70
sawsbuck-autumn,spe,95
sawsbuck-winter,hp,80
sawsbuck-winter,atk,100
sawsbuck-winter,def,70
sawsbuck-winter,spatk,60
sawsbuck-winter,spdef,70
sawsbuck-winter,spe,95
emolga,hp,55
emolga,atk,75
emolga,def,60
emolga,spatk,75
emolga,spdef,60
emolga,spe,103
karrablast,hp,50
karrablast,atk,75
karrablast,def,45
karrablast,spatk,40
karrablast,spdef,45
karrablast,spe,60
escavalier,hp,70
escavalier,atk,135
escavalier,def,105
escavalier,spatk,60
escavalier,spdef,105
escavalier,spe,20
foongus,hp,69
foongus,atk,55
foongus,def,45
foongus,spatk,55
foongus,spdef,55
foongus,spe,15
amoonguss,hp,114
amoonguss,atk,85
amoonguss,def,70
amoonguss,spatk,85
amoonguss,spdef,80
amoonguss,spe,30
frillish,hp,55
frillish,atk,40
frillish,def,50
frillish,spatk,65
frillish,spdef,85
frillish,spe,40
jellicent,hp,100
jellicent,atk,60
jellicent,def,70
jellicent,spatk,85
jellicent,spdef,105
jellicent,spe,60
alomomola,hp,165
alomomola,atk,75
alomomola,def,80
alomomola,spatk,40
alomomola,spdef,45
alomomola,spe,65
joltik,hp,50
joltik,atk,47
joltik,def,50
joltik,spatk,57
joltik,spdef,50
joltik,spe,65
galvantula,hp,70
galvantula,atk,77
galvantula,def,60
galvantula,spatk,97
galvantula,spdef,60
galvantula,spe,108
ferroseed,hp,44
ferroseed,atk,50
ferroseed,def,91
ferroseed,spatk,24
ferroseed,spdef,86
ferroseed,spe,10
ferrothorn,hp,74
ferrothorn,atk,94
ferrothorn,def,131
ferrothorn,spatk,54
ferrothorn,spdef,116
ferrothorn,spe,20
klink,hp,40
klink,atk,55
klink,def,70
klink,spatk,45
klink,spdef,60
klink,spe,30
klang,hp,60
klang,atk,80
klang,def,95
klang,spatk,70
klang,spdef,85
klang,spe,50
klinklang,hp,60
klinklang,atk,100
klinklang,def,115
klinklang,spatk,70
klinklang,spdef,85
klinklang,spe,90
tynamo,hp,35
tynamo,atk,55
tynamo,def,40
tynamo,spatk,45
tynamo,spdef,40
tynamo,spe,60
eelektrik,hp,65
eelektrik,atk,85
eelektrik,def,70
eelektrik,spatk,75
eelektrik,spdef,70
eelektrik,spe,40
eelektross,hp,85
eelektross,atk,115
eelektross,def,80
eelektross,spatk,105
eelektross,spdef,80
eelektross,spe,50
elgyem,hp,55
elgyem,atk,55
elgyem,def,55
elgyem,spatk,85
elgyem,spdef,55
elgyem,spe,30
beheeyem,hp,75
beheeyem,atk,75
beheeyem,def,75
beheeyem,spatk,125
beheeyem,spdef,95
beheeyem,spe,40
litwick,hp,50
litwick,atk,30
litwick,def,55
litwick,spatk,65
litwick,spdef,55
litwick,spe,20
lampent,hp,60
lampent,atk,40
lampent,def,60
lampent,spatk,95
lampent,spdef,60
lampent,spe,55
chandelure,hp,60
chandelure,atk,55
chandelure,def,90
chandelure,spatk,145
chandelure,spdef,90
chandelure,spe,80
axew,hp,46
axew,atk,87
axew,def,60
axew,spatk,30
axew,spdef,40
axew,spe,57
fraxure,hp,66
fraxure,atk,117
fraxure,def,70
fraxure,spatk,40
fraxure,spdef,50
fraxure,spe,67
haxorus,hp,76
haxorus,atk,147
haxorus,def,90
haxorus,spatk,60
haxorus,spdef,70
haxorus,spe,97
cubchoo,hp,55
cubchoo,atk,70
cubchoo,def,40
cubchoo,spatk,60
cubchoo,spdef,40
cubchoo,spe,40
beartic,hp,95
beartic,atk,130
beartic,def,80
beartic,spatk,70
beartic,spdef,80
beartic,spe,50
cryogonal,hp,80
cryogonal,atk,50
cryogonal,def,50
cryogonal,spatk,95
cryogonal,spdef,135
cryogonal,spe,105
shelmet,hp,50
shelmet,atk,40
shelmet,def,85
shelmet,spatk,40
shelmet,spdef,65
shelmet,spe,25
accelgor,hp,80
accelgor,atk,70
accelgor,def,40
accelgor,spatk,100
accelgor,spdef,60
accelgor,spe,145
stunfisk,hp,109
stunfisk,atk,66
stunfisk,def,84
stunfisk,spatk,81
stunfisk,spdef,99
stunfisk,spe,32
stunfisk-galar,hp,109
stunfisk-galar,atk,81
stunfisk-galar,def,99
stunfisk-galar,spatk,66
stunfisk-galar,spdef,84
stunfisk-galar,spe,32
mienfoo,hp,45
mienfoo,atk,85
mienfoo,def,50
mienfoo,spatk,55
mienfoo,spdef,50
mienfoo,spe,65
mienshao,hp,65
mienshao,atk,125
mienshao,def,60
mienshao,spatk,95
mienshao,spdef,60
mienshao,spe,105
druddigon,hp,77
druddigon,atk,120
druddigon,def,90
druddigon,spatk,60
druddigon,spdef,90
druddigon,spe,48
golett,hp,59
golett,atk,74
golett,def,50
golett,spatk,35
golett,spdef,50
golett,spe,35
golurk,hp,89
golurk,atk,124
golurk,def,80
golurk,spatk,55
golurk,spdef,80
golurk,spe,55
pawniard,hp,45
pawniard,atk,85
pawniard,def,70
pawniard,spatk,40
pawniard,spdef,40
pawniard,spe,60
bisharp,hp,65
bisharp,atk,125
bisharp,def,100
bisharp,spatk,60
bisharp,spdef,70
bisharp,spe,70
bouffalant,hp,95
bouffalant,atk,110
bouffalant,def,95
bouffalant,spatk,40
bouffalant,spdef,95
bouffalant,spe,55
rufflet,hp,70
rufflet,atk,83
rufflet,def,50
rufflet,spatk,37
rufflet,spdef,50
rufflet,spe,60
braviary,hp,100
braviary,atk,123
braviary,def,75
braviary,spatk,57
braviary,spdef,75
braviary,spe,80
vullaby,hp,70
vullaby,atk,55
vullaby,def,75
vullaby,spatk,45
vullaby,spdef,65
vullaby,spe,60
mandibuzz,hp,110
mandibuzz,atk,65
mandibuzz,def,105
mandibuzz,spatk,55
mandibuzz,spdef,95
mandibuzz,spe,80
heatmor,hp,85
heatmor,atk,97
heatmor,def,66
heatmor,spatk,105
heatmor,spdef,66
heatmor,spe,65
durant,hp,58
durant,atk,109
durant,def,112
durant,spatk,48
durant,spdef,48
durant,spe,109
deino,hp,52
deino,atk,65
deino,def,50
deino,spatk,45
deino,spdef,50
deino,spe,38
zweilous,hp,72
zweilous,atk,85
zweilous,def,70
zweilous,spatk,65
zweilous,spdef,70
zweilous,spe,58
hydreigon,hp,92
hydreigon,atk,105
hydreigon,def,90
hydreigon,spatk,125
hydreigon,spdef,90
hydreigon,spe,98
larvesta,hp,55
larvesta,atk,85
larvesta,def,55
larvesta,spatk,50
larvesta,spdef,55
larvesta,spe,60
volcarona,hp,85
volcarona,atk,60
volcarona,def,65
volcarona,spatk,135
volcarona,spdef,105
volcarona,spe,100
cobalion,hp,91
cobalion,atk,90
cobalion,def,129
cobalion,spatk,90
cobalion,spdef,72
cobalion,spe,108
terrakion,hp,91
terrakion,atk,129
terrakion,def,90
terrakion,spatk,72
terrakion,spdef,90
terrakion,spe,108
virizion,hp,91
virizion,atk,90
virizion,def,72
virizion,spatk,90
virizion,spdef,129
virizion,spe,108
tornadus,hp,79
tornadus,atk,115
tornadus,def,70
tornadus,spatk,125
tornadus,spdef,80
tornadus,spe,111
tornadus-therian,hp,79
tornadus-therian,atk,100
tornadus-therian,def,80
tornadus-therian,spatk,110
tornadus-therian,spdef,90
tornadus-therian,spe,121
thundurus,hp,79
thundurus,atk,115
thundurus,def,70
thundurus,spatk,125
thundurus,spdef,80
thundurus,spe,111
thundurus-therian,hp,79
thundurus-therian,atk,105
thundurus-therian,def,70
thundurus-therian,spatk,145
thundurus-therian,spdef,80
thundurus-therian,spe,101
reshiram,hp,100
reshiram,atk,120
reshiram,def,100
reshiram,spatk,150
reshiram,spdef,120
reshiram,spe,90
zekrom,hp,100
zekrom,atk,150
zekrom,def,120
zekrom,spatk,120
zekrom,spdef,100
zekrom,spe,90
landorus,hp,89
landorus,atk,125
landorus,def,90
landorus,spatk,115
landorus,spdef,80
landorus,spe,101
landorus-therian,hp,89
landorus-therian,atk,145
landorus-therian,def,90
landorus-therian,spatk,105
landorus-therian,spdef,80
landorus-therian,spe,91
kyurem,hp,125
kyurem,atk,130
kyurem,def,90
kyurem,spatk,130
kyurem,spdef,90
kyurem,spe,95
kyurem-white,hp,125
kyurem-white,atk,120
kyurem-white,def,90
kyurem-white,spatk,170
kyurem-white,spdef,100
kyurem-white,spe,95
kyurem-black,hp,125
kyurem-black,atk,170
kyurem-black,def,100
kyurem-black,spatk,120
kyurem-black,spdef,90
kyurem-black,spe,95
keldeo,hp,91
keldeo,atk,72
keldeo,def,90
keldeo,spatk,129
keldeo,spdef,90
keldeo,spe,108
keldeo-resolute,hp,91
keldeo-resolute,atk,72
keldeo-resolute,def,90
keldeo-resolute,spatk,129
keldeo-resolute,spdef,90
keldeo-resolute,spe,108
meloetta,hp,100
meloetta,atk,77
meloetta,def,77
meloetta,spatk,128
meloetta,spdef,128
meloetta,spe,90
meloetta-pirouette,hp,100
meloetta-pirouette,atk,128
meloetta-pirouette,def,90
meloetta-pirouette,spatk,77
meloetta-pirouette,spdef,77
meloetta-pirouette,spe,128
genesect,hp,71
genesect,atk,120
genesect,def,95
genesect,spatk,120
genesect,spdef,95
genesect,spe,99
genesect-douse,hp,71
genesect-douse,atk,120
genesect-douse,def,95
genesect-douse,spatk,120
genesect-douse,spdef,95
genesect-douse,spe,99
genesect-shock,hp,71
genesect-shock,atk,120
genesect-shock,def,95
genesect-shock,spatk,120
genesect-shock,spdef,95
genesect-shock,spe,99
genesect-burn,hp,71
genesect-burn,atk,120
genesect-burn,def,95
genesect-burn,spatk,120
genesect-burn,spdef,95
genesect-burn,spe,99
genesect-chill,hp,71
genesect-chill,atk,120
genesect-chill,def,95
genesect-chill,spatk,120
genesect-chill,spdef,95
genesect-chill,spe,99
chespin,hp,56
chespin,atk,61
chespin,def,65
chespin,spatk,48
chespin,spdef,45
chespin,spe,38
quilladin,hp,61
quilladin,atk,78
quilladin,def,95
quilladin,spatk,56
quilladin,spdef,58
quilladin,spe,57
chesnaught,hp,88
chesnaught,atk,107
chesnaught,def,122
chesnaught,spatk,74
chesnaught,spdef,75
chesnaught,spe,64
fennekin,hp,40
fennekin,atk,45
fennekin,def,40
fennekin,spatk,62
fennekin,spdef,60
fennekin,spe,60
braixen,hp,59
braixen,atk,59
braixen,def,58
braixen,spatk,90
braixen,spdef,70
braixen,spe,73
delphox,hp,75
delphox,atk,69
delphox,def,72
delphox,spatk,114
delphox,spdef,100
delphox,spe,104
froakie,hp,41
froakie,atk,56
froakie,def,40
froakie,spatk,62
froakie,spdef,44
froakie,spe,71
frogadier,hp,54
frogadier,atk,63
frogadier,def,52
frogadier,spatk,83
frogadier,spdef,56
frogadier,spe,97
greninja,hp,72
greninja,atk,95
greninja,def,67
greninja,spatk,103
greninja,spdef,71
greninja,spe,122
greninja-ash,hp,72
greninja-ash,atk,145
greninja-ash,def,67
greninja-ash,spatk,153
greninja-ash,spdef,71
greninja-ash,spe,132
bunnelby,hp,38
bunnelby,atk,36
bunnelby,def,38
bunnelby,spatk,32
bunnelby,spdef,36
bunnelby,spe,57
diggersby,hp,85
diggersby,atk,56
diggersby,def,77
diggersby,spatk,50
diggersby,spdef,77
diggersby,spe,78
fletchling,hp,45
fletchling,atk,50
fletchling,def,43
fletchling,spatk,40
fletchling,spdef,38
fletchling,spe,62
fletchinder,hp,62
fletchinder,atk,73
fletchinder,def,55
fletchinder,spatk,56
fletchinder,spdef,52
fletchinder,spe,84
talonflame,hp,78
talonflame,atk,81
talonflame,def,71
talonflame,spatk,74
talonflame,spdef,69
talonflame,spe,126
scatterbug,hp,38
scatterbug,atk,35
scatterbug,def,40
scatterbug,spatk,27
scatterbug,spdef,25
scatterbug,spe,35
spewpa,hp,45
spewpa,atk,22
spewpa,def,60
spewpa,spatk,27
spewpa,spdef,30
spewpa,spe,29
vivillon-icy-snow,hp,80
vivillon-icy-snow,atk,52
vivillon-icy-snow,def,50
vivillon-icy-snow,spatk,90
vivillon-icy-snow,spdef,50
vivillon-icy-snow,spe,89
vivillon-polar,hp,80
vivillon-polar,atk,52
vivillon-polar,def,50
vivillon-polar,spatk,90
vivillon-polar,spdef,50
vivillon-polar,spe,89
vivillon-tundra,hp,80
vivillon-tundra,atk,52
vivillon-tundra,def,50
vivillon-tundra,spatk,90
vivillon-tundra,spdef,50
vivillon-tundra,spe,89
vivillon-continental,hp,80
vivillon-continental,atk,52
vivillon-continental,def,50
vivillon-continental,spatk,90
vivillon-continental,spdef,50
vivillon-continental,spe,89
vivillon-garden,hp,80
vivillon-garden,atk,52
vivillon-garden,def,50
vivillon-garden,spatk,90
vivillon-garden,spdef,50
vivillon-garden,spe,89
vivillon-elegant,hp,80
vivillon-elegant,atk,52
vivillon-elegant,def,50
vivillon-elegant,spatk,90
vivillon-elegant,spdef,50
vivillon-elegant,spe,89
vivillon-meadow,hp,80
vivillon-meadow,atk,52
vivillon-meadow,def,50
vivillon-meadow,spatk,90
vivillon-meadow,spdef,50
vivillon-meadow,spe,89
vivillon-modern,hp,80
vivillon-modern,atk,52
vivillon-modern,def,50
vivillon-modern,spatk,90
vivillon-modern,spdef,50
vivillon-modern,spe,89
vivillon-marine,hp,80
vivillon-marine,atk,52
vivillon-marine,def,50
vivillon-marine,spatk,90
vivillon-marine,spdef,50
vivillon-marine,spe,89
vivillon-archipelago,hp,80
vivillon-archipelago,atk,52
vivillon-archipelago,def,50
vivillon-archipelago,spatk,90
vivillon-archipelago,spdef,50
vivillon-archipelago,spe,89
vivillon-high-plains,hp,80
vivillon-high-plains,atk,52
vivillon-high-plains,def,50
vivillon-high-plains,spatk,90
vivillon-high-plains,spdef,50
vivillon-high-plains,spe,89
vivillon-sandstorm,hp,80
vivillon-sandstorm,atk,52
vivillon-sandstorm,def,50
vivillon-sandstorm,spatk,90
vivillon-sandstorm,spdef,50
vivillon-sandstorm,spe,89
vivillon-river,hp,80
vivillon-river,atk,52
vivillon-river,def,50
vivillon-river,spatk,90
vivillon-river,spdef,50
vivillon-river,spe,89
vivillon-monsoon,hp,80
vivillon-monsoon,atk,52
