pokemon_identifier,entry_number,flavor_text
popplio,2,"If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills."
brionne,1,"As if dancing, it artfully dodges the attacks of its enemies. All the while, it’s busy forming a bunch of balloons to overwhelm its foes."
brionne,2,"On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that’s leading them."
primarina,1,"With its mouth, it makes sonic waves that sound like beautiful singing. It uses the sonic waves to control its water balloons."
primarina,2,"For Primarina, every battle’s a stage. Its singing and the dancing of its balloons will mesmerize the audience."
pikipek,1,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.
pikipek,2,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!"
trumbeak,1,It can bend the tip of its beak to produce over a hundred different cries at will.
trumbeak,2,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants."
toucannon,1,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
toucannon,2,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm."
yungoos,1,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter."
yungoos,2,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey."
gumshoos,1,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak."
gumshoos,2,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!"
grubbin,1,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
grubbin,2,"It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap."
charjabug,1,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
charjabug,2,Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.
vikavolt,1,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams."
vikavolt,2,"If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high-powered beams of electricity."
crabrawler,1,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
crabrawler,2,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.
crabominable,1,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
crabominable,2,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches."
oricorio-baile,1,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.
oricorio-baile,2,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry."
oricorio-pom-pom,1,"It lifts its opponents' spirits with its cheerful dance moves. When they let their guard down, it electrocutes them with a jolt. "
oricorio-pom-pom,2,"This Oricorio has drunk bright yellow nectar. When it sees someone looking glum, it will try to cheer them up with a dance."
oricorio-pau,1,"It relaxes its opponents with its elegant dancing. When they let their guard down, it showers them with psychic energy. "
oricorio-pau,2,This Oricorio has sipped pink nectar. It gets so caught up in its dancing that it sometimes doesn't hear its Trainer's orders. 
oricorio-sensu,1,"It charms its opponents with its refined dancing. When they let their guard down, it places a curse on them that will bring on their demise. "
oricorio-sensu,2,"This Oricorio has sipped purple nectar. Some dancers use its graceful, elegant dancing as inspiration. "
cutiefly,1,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen."
cutiefly,2,An opponent’s aura can tell Cutiefly what that opponent’s next move will be. Then Cutiefly can glide around the attack and strike back.
ribombee,1,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.
ribombee,2,"Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen."
rockruff,1,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
rockruff,2,"This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks."
lycanroc-midday,1,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.
lycanroc-midday,2,"With swift movements, this Pokémon gradually backs its prey into a corner. Lycanroc’s fangs are always aimed toward opponents’ weak spots."
lycanroc-midnight,1,"This form of Lycanroc is reckless. It charges headlong at its opponents, attacking without any care about what injuries it might receive. "
lycanroc-midnight,2,It's invigorated by powerful opponents–the stronger the better. A full-force headbutt from one of these Lycanroc can shatter giant boulders. 
lycanroc-dusk,1,"This form of Lycanroc is normally calm and quiet. Once a battle begins, however, this Pokémon displays a ferocious fighting spirit. "
lycanroc-dusk,2,These Pokémon have both calm and ferocious qualities. Their temperamental nature makes them a difficult species to raise. 
wishiwashi,1,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents."
wishiwashi,2,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather."
wishiwashi-school,1,"On their own, they're very weak. But when Wishiwashi pool their power together in a school, they become a demon of the sea. "
wishiwashi-school,2,"When facing tough opponents, they get into formation. But if they get wounded in battle, they'll scatter and become solitary again. "
mareanie,1,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.
mareanie,2,"Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious."
toxapex,1,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat."
toxapex,2,Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.
mudbray,1,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.
mudbray,2,"It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping."
mudsdale,1,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.
mudsdale,2,Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep.
dewpider,1,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.
dewpider,2,"Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head."
araquanid,1,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
araquanid,2,"It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food."
fomantis,1,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it."
fomantis,2,"During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night."
lurantis,1,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors."
lurantis,2,"The petals on this Pokémon’s arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."
morelull,1,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.
morelull,2,Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.
shiinotic,1,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips."
shiinotic,2,"If you see a light deep in a forest at night, don’t go near. Shiinotic will make you fall fast asleep."
salandit,1,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.
salandit,2,This sneaky Pokémon will slink behind its prey and immobilize it with poisonous gas before the prey even realizes Salandit is there.
salazzle,1,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.
salazzle,2,The winner of competitions between Salazzle is decided by which one has the most male Salandit with it.
stufful,1,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation."
stufful,2,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks."
bewear,1,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones."
bewear,2,The moves it uses to take down its prey would make a martial artist jealous. It tucks subdued prey under its arms to carry them to its nest.
bounsweet,1,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon."
bounsweet,2,"When under attack, it secretes a sweet and delicious sweat. The scent only calls more enemies to it."
steenee,1,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness."
steenee,2,Any Corvisquire that pecks at this Pokémon will be greeted with a smack from its sepals followed by a sharp kick.
tsareena,1,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents."
tsareena,2,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.
comfey,1,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey."
comfey,2,"These Pokémon smell very nice. All Comfey wear different flowers, so each of these Pokémon has its own individual scent."
oranguru,1,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.
oranguru,2,"It knows the forest inside and out. If it comes across a wounded Pokémon, Oranguru will gather medicinal herbs to treat it."
passimian,1,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries."
passimian,2,"Passimian live in groups of about 20, with each member performing an assigned role. Through cooperation, the group survives."
wimpod,1,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean."
wimpod,2,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence."
golisopod,1,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs."
golisopod,2,"They live in sunken ships or in holes in the seabed. When Golisopod and Grapploct battle, the loser becomes the winner’s meal."
sandygast,1,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.
sandygast,2,"Sandygast mainly inhabits beaches. It takes control of anyone who puts their hand into its mouth, forcing them to make its body bigger."
palossand,1,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls."
palossand,2,"This Pokémon lives on beaches, but it hates water. Palossand can’t maintain its castle-like shape if it gets drenched by a heavy rain."
pyukumuku,1,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them."
pyukumuku,2,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
type-null,1,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.
type-null,2,It was modeled after a mighty Pokémon of myth. The mask placed upon it limits its power in order to keep it under control.
silvally,1,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.
silvally,2,The final factor needed to release this Pokémon’s true power was a strong bond with a Trainer it trusts.
silvally-fire,1,"Thanks to its awakened powers, it can change to the Fire type to match the memory it has equipped."
silvally-fire,2,It has the ability to change its type based on the memory it's holding.  This is its Fire-type form.
silvally-water,1,"Thanks to its awakened powers, it can change to the Water type to match the memory it has equipped."
silvally-water,2,It has the ability to change its type based on the memory it's holding.  This is its Water-type form.
silvally-grass,1,"Thanks to its awakened powers, it can change to the Grass type to match the memory it has equipped."
silvally-grass,2,It has the ability to change its type based on the memory it's holding.  This is its Grass-type form.
silvally-electric,1,"Thanks to its awakened powers, it can change to the Electric type to match the memory it has equipped."
silvally-electric,2,It has the ability to change its type based on the memory it's holding.  This is its Electric-type form.
silvally-ice,1,"Thanks to its awakened powers, it can change to the Ice type to match the memory it has equipped."
silvally-ice,2,It has the ability to change its type based on the memory it's holding.  This is its Ice-type form.
silvally-fighting,1,"Thanks to its awakened powers, it can change to the Fighting type to match the memory it has equipped."
silvally-fighting,2,It has the ability to change its type based on the memory it's holding.  This is its Fighting-type form.
silvally-poison,1,"Thanks to its awakened powers, it can change to the Poison type to match the memory it has equipped."
silvally-poison,2,It has the ability to change its type based on the memory it's holding.  This is its Poison-type form.
silvally-ground,1,"Thanks to its awakened powers, it can change to the Ground type to match the memory it has equipped."
silvally-ground,2,It has the ability to change its type based on the memory it's holding.  This is its Ground-type form.
silvally-flying,1,"Thanks to its awakened powers, it can change to the Flying type to match the memory it has equipped."
silvally-flying,2,It has the ability to change its type based on the memory it's holding.  This is its Flying-type form.
silvally-psychic,1,"Thanks to its awakened powers, it can change to the Psychic type to match the memory it has equipped."
silvally-psychic,2,It has the ability to change its type based on the memory it's holding.  This is its Psychic-type form.
silvally-bug,1,"Thanks to its awakened powers, it can change to the Bug type to match the memory it has equipped."
silvally-bug,2,It has the ability to change its type based on the memory it's holding.  This is its Bug-type form.
silvally-rock,1,"Thanks to its awakened powers, it can change to the Rock type to match the memory it has equipped."
silvally-rock,2,It has the ability to change its type based on the memory it's holding.  This is its Rock-type form.
silvally-ghost,1,"Thanks to its awakened powers, it can change to the Ghost type to match the memory it has equipped."
silvally-ghost,2,It has the ability to change its type based on the memory it's holding.  This is its Ghost-type form.
silvally-dragon,1,"Thanks to its awakened powers, it can change to the Dragon type to match the memory it has equipped."
silvally-dragon,2,It has the ability to change its type based on the memory it's holding.  This is its Dragon-type form.
silvally-dark,1,"Thanks to its awakened powers, it can change to the Dark type to match the memory it has equipped."
silvally-dark,2,It has the ability to change its type based on the memory it's holding.  This is its Dark-type form.
silvally-steel,1,"Thanks to its awakened powers, it can change to the Steel type to match the memory it has equipped."
silvally-steel,2,It has the ability to change its type based on the memory it's holding.  This is its Steel-type form.
silvally-fairy,1,"Thanks to its awakened powers, it can change to the Fairy type to match the memory it has equipped."
silvally-fairy,2,It has the ability to change its type based on the memory it's holding.  This is its Fairy-type form.
minior,1,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground."
minior,2,"Although its outer shell is uncommonly durable, the shock of falling to the ground smashes the shell to smithereens."
minior-red,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-red,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-orange,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-orange,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-yellow,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-yellow,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-green,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-green,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-blue,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-blue,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-indigo,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-indigo,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
minior-violet,1,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few. "
minior-violet,2,This is its form when its shell has fallen off. The color of its core depends on the materials that made up the food it ate. 
komala,1,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether."
komala,2,It remains asleep from birth to death as a result of the sedative properties of the leaves that form its diet.
turtonator,1,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.
turtonator,2,Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive.
togedemaru,1,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
togedemaru,2,"When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately."
mimikyu,1,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier."
mimikyu,2,There was a scientist who peeked under Mimikyu’s old rag in the name of research. The scientist died of a mysterious disease.
mimikyu-busted,1,"There will be no forgiveness for any who reveal that it was pretending to be Pikachu. It will bring the culprit down, even at the cost of its own life. "
mimikyu-busted,2,"Its disguise made from an old rag allowed it to avoid an attack, but the impact broke the neck of the disguise. Now everyone knows it's a Mimikyu. "
bruxish,1,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area."
bruxish,2,"Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them."
drampa,1,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below."
drampa,2,"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around."
dhelmise,1,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon."
dhelmise,2,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force."
jangmo-o,1,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.
jangmo-o,2,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.
hakamo-o,1,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents."
hakamo-o,2,"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition."
kommo-o,1,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.
kommo-o,2,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.
tapu-koko,1,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
tapu-koko,2,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time."
tapu-lele,1,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
tapu-lele,2,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate."
tapu-bulu,1,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
tapu-bulu,2,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants."
tapu-fini,1,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered."
tapu-fini,2,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini."
cosmog,1,This Pokémon came from another universe. Its gaseous body is so light that even a gentle breeze can blow it away.
cosmog,2,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away."
cosmoem,1,The absorption of starlight fuels this Pokémon’s growth. The shell that encases it is harder than any known material.
cosmoem,2,"It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution."
solgaleo,1,"When light radiates from its body, this Pokémon could almost appear to be the sun. It will dispel any darkness and light up the world."
solgaleo,2,Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.
lunala,1,"Known as the Beast That Calls the Moon, this Pokémon lives by taking in any and all light and converting it into its own energy."
lunala,2,"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky."
nihilego,1,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin."
nihilego,2,It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon.
buzzwole,1,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
buzzwole,2,Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast.
pheromosa,1,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power."
pheromosa,2,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
xurkitree,1,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
xurkitree,2,"They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground."
celesteela,1,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms."
celesteela,2,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
kartana,1,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword."
kartana,2,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
guzzlord,1,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
guzzlord,2,An unknown life-form called a UB. It may be constantly hungry—it is certainly always devouring something.
necrozma,1,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
necrozma,2,"It needs light to survive, and it goes on a rampage seeking it out. Its laser beams will cut anything to pieces."
necrozma-dusk-mane,1,"When it dominates Solgaleo, it takes on this form. It's a vicious Pokémon, mangling prey with its many claws—including those on its back. "
necrozma-dusk-mane,2,"Necrozma has attached itself to Solgaleo. It siphons away its host's limitless energy, exploiting that energy to fuel a rampage. "
necrozma-dawn-wings,1,"Necrozma has subjugated Lunala entirely, forcing the unfortunate Pokémon to emit its light energy for Necrozma to consume. "
necrozma-dawn-wings,2,"When Necrozma latches on to Lunala, it becomes vicious, seeing enemies everywhere it looks. It will burn the world with lasers. "
necrozma-ultra,1,This is its form when it has absorbed overwhelming light energy. It fires laser beams from all over its body. 
necrozma-ultra,2,"The light pouring out from all over its body affects living things and nature, impacting them in various ways. "
magearna,1,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.
magearna,2,"Built roughly 500 years ago by a scientist, the part called the Soul-Heart is the actual life-form."
magearna-original,1,This is its form from almost 500 years ago. Its body is nothing more than a container—its artificial heart is the actual life-form. 
magearna-original,2,It functions thanks to its artificial soul. The vivid decoration is proof that it was presented as a gift to royalty. 
marshadow,1,"By slipping into the shadow of a martial arts master and copying their movements, this Pokémon learned the ultimate techniques."
marshadow,2,"This Pokémon can conceal itself in any shadow, so it went undiscovered for a long time."
poipole,1,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
poipole,2,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head."
naganadel,1,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
naganadel,2,"One kind of Ultra Beast, it fires a glowing, venomous liquid from its needles. This liquid is also immensely adhesive."
stakataka,1,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
stakataka,2,"When stone walls started moving and attacking, the brute’s true identity was this mysterious life-form, which brings to mind an Ultra Beast."
blacephalon,1,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
blacephalon,2,"A UB that appeared from an Ultra Wormhole, it causes explosions, then takes advantage of opponents’ surprise to rob them of their vitality."
zeraora,1,"It runs as fast as lightning strikes, shredding its opponents with its high-voltage claws."
zeraora,2,"Electricity sparks from the pads on its limbs. Wherever Zeraora runs, lightning flashes and thunder echoes."
meltan,1,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.
meltan,2,"They live as a group, but when the time comes, one strong Meltan will absorb all the others and evolve."
melmetal,1,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
melmetal,2,Centrifugal force is behind the punches of Melmetal’s heavy hex-nut arms. Melmetal is said to deliver the strongest punches of all Pokémon.
melmetal-gigantamax,1,"In a distant land, there are legends about a cyclopean giant. In fact, the giant was a Melmetal that was flooded with Gigantamax energy. "
melmetal-gigantamax,2,It can send electric beams streaking out from the hole in its belly. The beams' tremendous energy can vaporize an opponent in one shot. 
grookey,1,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
grookey,2,"It attacks with rapid beats of its stick. As it strikes with amazing speed, it gets more and more pumped."
thwackey,1,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
thwackey,2,"When it’s drumming out rapid beats in battle, it gets so caught up in the rhythm that it won’t even notice that it’s already knocked out its opponent."
rillaboom,1,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
rillaboom,2,The one with the best drumming techniques becomes the boss of the troop. It has a gentle disposition and values harmony among its group.
rillaboom-gigantamax,1,Gigantamax energy has caused Rillaboom's stump to grow into a drum set that resembles a forest. 
rillaboom-gigantamax,2,Rillaboom has become one with its forest of drums and continues to lay down beats that shake all of Galar. 
scorbunny,1,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
scorbunny,2,"It has special pads on the backs of its feet, and one on its nose. Once it’s raring to fight, these pads radiate tremendous heat."
raboot,1,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
raboot,2,"It kicks berries right off the branches of trees and then juggles them with its feet, practicing its footwork."
cinderace,1,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
cinderace,2,"It’s skilled at both offense and defense, and it gets pumped up when cheered on. But if it starts showboating, it could put itself in a tough spot."
cinderace-gigantamax,1,"Infused with Cinderace's fighting spirit, the gigantic Pyro Ball never misses its targets and completely roasts opponents. "
cinderace-gigantamax,2,Gigantamax energy can sometimes cause the diameter of this Pokémon's fireball to exceed 300 feet. 
sobble,1,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
sobble,2,"When it gets wet, its skin changes color, and this Pokémon becomes invisible as if it were camouflaged."
drizzile,1,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
drizzile,2,"Highly intelligent but also very lazy, it keeps enemies out of its territory by laying traps everywhere."
inteleon,1,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
inteleon,2,Its nictitating membranes let it pick out foes’ weak points so it can precisely blast them with water that shoots from its fingertips at Mach 3.
inteleon-gigantamax,1,"Gigantamax Inteleon's Water Gun move fires at Mach 7. As the Pokémon takes aim, it uses the crest on its head to gauge wind and temperature. "
inteleon-gigantamax,2,It has excellent sniping skills. Shooting a berry rolling along over nine miles away is a piece of cake for this Pokémon. 
skwovet,1,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
skwovet,2,"It eats berries nonstop—a habit that has made it more resilient than it looks. It’ll show up on farms, searching for yet more berries."
greedent,1,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
greedent,2,"Common throughout the Galar region, this Pokémon has strong teeth and can chew through the toughest of berry shells."
rookidee,1,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
rookidee,2,"Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents."
corvisquire,1,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
corvisquire,2,The lessons of many harsh battles have taught it how to accurately judge an opponent’s strength.
corviknight,1,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
corviknight,2,"With their great intellect and flying skills, these Pokémon very successfully act as the Galar region’s airborne taxi service."
corviknight-gigantamax,1,"Imbued with Gigantamax energy, its wings can whip up winds more forceful than any a hurricane could muster. The gusts blow everything away. "
corviknight-gigantamax,2,"The eight feathers on its back are called blade birds, and they can launch off its body to attack foes independently. "
blipbug,1,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
blipbug,2,"Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings."
dottler,1,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
dottler,2,"As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution."
orbeetle,1,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
orbeetle,2,It emits psychic energy to observe and study what’s around it—and what’s around it can include things over six miles away.
orbeetle-gigantamax,1,"Its brain has grown to a gargantuan size, as has the rest of its body. This Pokémon's intellect and psychic abilities are overpowering. "
orbeetle-gigantamax,2,"If it were to utilize every last bit of its power, it could control the minds of every living being in its vicinity. "
nickit,1,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
nickit,2,"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder."
